,r,i,i',t,T
989,1,3,3,30,-0.0
990,1,3,4,1,0.0
991,1,3,4,2,0.0
992,1,3,4,3,0.0
993,1,3,4,4,0.0
994,1,3,4,5,0.0
995,1,3,4,6,0.0
996,1,3,4,7,0.0
997,1,3,4,8,0.0
998,1,3,4,9,0.0
999,1,3,4,10,0.0
1000,1,3,4,11,0.0
1001,1,3,4,12,0.0
1002,1,3,4,13,0.0
1003,1,3,4,14,0.0
1004,1,3,4,15,0.0
1005,1,3,4,16,0.0
1006,1,3,4,17,0.0
1007,1,3,4,18,0.0
1008,1,3,4,19,0.0
1009,1,3,4,20,0.0
1010,1,3,4,21,0.0
1011,1,3,4,22,0.0
1012,1,3,4,23,0.0
1013,1,3,4,24,0.0
1014,1,3,4,25,0.0
1015,1,3,4,26,0.0
1016,1,3,4,27,0.0
1017,1,3,4,28,0.0
1018,1,3,4,29,0.0
1019,1,3,4,30,-0.0
1020,1,3,5,1,0.0
1021,1,3,5,2,0.0
1022,1,3,5,3,0.0
1023,1,3,5,4,0.0
1024,1,3,5,5,0.0
1025,1,3,5,6,0.0
1026,1,3,5,7,0.0
1027,1,3,5,8,0.0
1028,1,3,5,9,0.0
1029,1,3,5,10,0.0
1030,1,3,5,11,0.0
1031,1,3,5,12,0.0
1032,1,3,5,13,0.0
1033,1,3,5,14,0.0
1034,1,3,5,15,0.0
1035,1,3,5,16,0.0
1036,1,3,5,17,0.0
1037,1,3,5,18,0.0
1038,1,3,5,19,0.0
1039,1,3,5,20,0.0
1040,1,3,5,21,0.0
1041,1,3,5,22,0.0
1042,1,3,5,23,0.0
1043,1,3,5,24,0.0
1044,1,3,5,25,0.0
1045,1,3,5,26,0.0
1046,1,3,5,27,0.0
1047,1,3,5,28,0.0
1048,1,3,5,29,0.0
1049,1,3,5,30,-0.0
1050,1,3,6,1,0.0
1051,1,3,6,2,0.0
1052,1,3,6,3,0.0
1053,1,3,6,4,0.0
1054,1,3,6,5,0.0
1055,1,3,6,6,0.0
1056,1,3,6,7,0.0
1057,1,3,6,8,0.0
1058,1,3,6,9,0.0
1059,1,3,6,10,0.0
1060,1,3,6,11,0.0
1061,1,3,6,12,0.0
1062,1,3,6,13,0.0
1063,1,3,6,14,0.0
1064,1,3,6,15,0.0
1065,1,3,6,16,0.0
1066,1,3,6,17,0.0
1067,1,3,6,18,0.0
1068,1,3,6,19,0.0
1069,1,3,6,20,0.0
1070,1,3,6,21,0.0
1071,1,3,6,22,0.0
1072,1,3,6,23,0.0
1073,1,3,6,24,0.0
1074,1,3,6,25,0.0
1075,1,3,6,26,0.0
1076,1,3,6,27,0.0
1077,1,3,6,28,0.0
1078,1,3,6,29,0.0
1079,1,3,6,30,-0.0
1080,1,3,7,1,0.0
1081,1,3,7,2,0.0
1082,1,3,7,3,0.0
1083,1,3,7,4,0.0
1084,1,3,7,5,0.0
1085,1,3,7,6,0.0
1086,1,3,7,7,0.0
1087,1,3,7,8,0.0
1088,1,3,7,9,0.0
1089,1,3,7,10,0.0
1090,1,3,7,11,0.0
1091,1,3,7,12,0.0
1092,1,3,7,13,0.0
1093,1,3,7,14,0.0
1094,1,3,7,15,0.0
1095,1,3,7,16,0.0
1096,1,3,7,17,0.0
1097,1,3,7,18,0.0
1098,1,3,7,19,0.0
1099,1,3,7,20,0.0
1100,1,3,7,21,0.0
1101,1,3,7,22,0.0
1102,1,3,7,23,0.0
1103,1,3,7,24,0.0
1104,1,3,7,25,0.0
1105,1,3,7,26,0.0
1106,1,3,7,27,0.0
1107,1,3,7,28,0.0
1108,1,3,7,29,0.0
1109,1,3,7,30,-0.0
1110,1,3,8,1,0.0
1111,1,3,8,2,0.0
1112,1,3,8,3,0.0
1113,1,3,8,4,0.0
1114,1,3,8,5,0.0
1115,1,3,8,6,0.0
1116,1,3,8,7,0.0
1117,1,3,8,8,0.0
1118,1,3,8,9,0.0
1119,1,3,8,10,0.0
1120,1,3,8,11,0.0
1121,1,3,8,12,0.0
1122,1,3,8,13,0.0
1123,1,3,8,14,0.0
1124,1,3,8,15,0.0
1125,1,3,8,16,0.0
1126,1,3,8,17,0.0
1127,1,3,8,18,0.0
1128,1,3,8,19,0.0
1129,1,3,8,20,0.0
1130,1,3,8,21,0.0
1131,1,3,8,22,0.0
1132,1,3,8,23,0.0
1133,1,3,8,24,0.0
1134,1,3,8,25,0.0
1135,1,3,8,26,0.0
1136,1,3,8,27,0.0
1137,1,3,8,28,0.0
1138,1,3,8,29,0.0
1139,1,3,8,30,-0.0
1140,1,3,9,1,0.0
1141,1,3,9,2,0.0
1142,1,3,9,3,0.0
1143,1,3,9,4,0.0
1144,1,3,9,5,0.0
1145,1,3,9,6,0.0
1146,1,3,9,7,0.0
1147,1,3,9,8,0.0
1148,1,3,9,9,0.0
1149,1,3,9,10,0.0
1150,1,3,9,11,0.0
1151,1,3,9,12,0.0
1152,1,3,9,13,0.0
1153,1,3,9,14,0.0
1154,1,3,9,15,0.0
1155,1,3,9,16,0.0
1156,1,3,9,17,0.0
1157,1,3,9,18,0.0
1158,1,3,9,19,0.0
1159,1,3,9,20,0.0
1160,1,3,9,21,0.0
1161,1,3,9,22,0.0
1162,1,3,9,23,0.0
1163,1,3,9,24,0.0
1164,1,3,9,25,0.0
1165,1,3,9,26,0.0
1166,1,3,9,27,0.0
1167,1,3,9,28,0.0
1168,1,3,9,29,0.0
1169,1,3,9,30,-0.0
1170,1,3,10,1,0.0
1171,1,3,10,2,0.0
1172,1,3,10,3,0.0
1173,1,3,10,4,0.0
1174,1,3,10,5,0.0
1175,1,3,10,6,0.0
1176,1,3,10,7,0.0
1177,1,3,10,8,0.0
1178,1,3,10,9,0.0
1179,1,3,10,10,0.0
1180,1,3,10,11,0.0
1181,1,3,10,12,0.0
1182,1,3,10,13,0.0
1183,1,3,10,14,0.0
1184,1,3,10,15,0.0
1185,1,3,10,16,0.0
1186,1,3,10,17,0.0
1187,1,3,10,18,0.0
1188,1,3,10,19,0.0
1189,1,3,10,20,0.0
1190,1,3,10,21,0.0
1191,1,3,10,22,0.0
1192,1,3,10,23,0.0
1193,1,3,10,24,0.0
1194,1,3,10,25,0.0
1195,1,3,10,26,0.0
1196,1,3,10,27,0.0
1197,1,3,10,28,0.0
1198,1,3,10,29,0.0
1199,1,3,10,30,-0.0
1200,1,3,11,1,0.0
1201,1,3,11,2,0.0
1202,1,3,11,3,0.0
1203,1,3,11,4,0.0
1204,1,3,11,5,0.0
1205,1,3,11,6,0.0
1206,1,3,11,7,0.0
1207,1,3,11,8,0.0
1208,1,3,11,9,0.0
1209,1,3,11,10,0.0
1210,1,3,11,11,0.0
1211,1,3,11,12,0.0
1212,1,3,11,13,0.0
1213,1,3,11,14,0.0
1214,1,3,11,15,0.0
1215,1,3,11,16,0.0
1216,1,3,11,17,0.0
1217,1,3,11,18,0.0
1218,1,3,11,19,0.0
1219,1,3,11,20,0.0
1220,1,3,11,21,0.0
1221,1,3,11,22,0.0
1222,1,3,11,23,0.0
1223,1,3,11,24,0.0
1224,1,3,11,25,0.0
1225,1,3,11,26,0.0
1226,1,3,11,27,0.0
1227,1,3,11,28,0.0
1228,1,3,11,29,0.0
1229,1,3,11,30,-0.0
1230,1,3,12,1,0.0
1231,1,3,12,2,0.0
1232,1,3,12,3,0.0
1233,1,3,12,4,0.0
1234,1,3,12,5,0.0
1235,1,3,12,6,0.0
1236,1,3,12,7,0.0
1237,1,3,12,8,0.0
1238,1,3,12,9,0.0
1239,1,3,12,10,0.0
1240,1,3,12,11,0.0
1241,1,3,12,12,0.0
1242,1,3,12,13,0.0
1243,1,3,12,14,0.0
1244,1,3,12,15,0.0
1245,1,3,12,16,0.0
1246,1,3,12,17,0.0
1247,1,3,12,18,0.0
1248,1,3,12,19,0.0
1249,1,3,12,20,0.0
1250,1,3,12,21,0.0
1251,1,3,12,22,0.0
1252,1,3,12,23,0.0
1253,1,3,12,24,0.0
1254,1,3,12,25,0.0
1255,1,3,12,26,0.0
1256,1,3,12,27,0.0
1257,1,3,12,28,0.0
1258,1,3,12,29,0.0
1259,1,3,12,30,-0.0
1260,1,3,13,1,0.0
1261,1,3,13,2,0.0
1262,1,3,13,3,0.0
1263,1,3,13,4,0.0
1264,1,3,13,5,0.0
1265,1,3,13,6,0.0
1266,1,3,13,7,0.0
1267,1,3,13,8,0.0
1268,1,3,13,9,0.0
1269,1,3,13,10,0.0
1270,1,3,13,11,0.0
1271,1,3,13,12,0.0
1272,1,3,13,13,0.0
1273,1,3,13,14,0.0
1274,1,3,13,15,0.0
1275,1,3,13,16,0.0
1276,1,3,13,17,0.0
1277,1,3,13,18,0.0
1278,1,3,13,19,0.0
1279,1,3,13,20,0.0
1280,1,3,13,21,0.0
1281,1,3,13,22,0.0
1282,1,3,13,23,0.0
1283,1,3,13,24,0.0
1284,1,3,13,25,0.0
1285,1,3,13,26,0.0
1286,1,3,13,27,0.0
1287,1,3,13,28,0.0
1288,1,3,13,29,0.0
1289,1,3,13,30,-0.0
1290,1,3,14,1,0.0
1291,1,3,14,2,0.0
1292,1,3,14,3,0.0
1293,1,3,14,4,0.0
1294,1,3,14,5,0.0
1295,1,3,14,6,0.0
1296,1,3,14,7,0.0
1297,1,3,14,8,0.0
1298,1,3,14,9,0.0
1299,1,3,14,10,0.0
1300,1,3,14,11,0.0
1301,1,3,14,12,0.0
1302,1,3,14,13,0.0
1303,1,3,14,14,0.0
1304,1,3,14,15,0.0
1305,1,3,14,16,0.0
1306,1,3,14,17,0.0
1307,1,3,14,18,0.0
1308,1,3,14,19,0.0
1309,1,3,14,20,0.0
1310,1,3,14,21,0.0
1311,1,3,14,22,0.0
1312,1,3,14,23,0.0
1313,1,3,14,24,0.0
1314,1,3,14,25,0.0
1315,1,3,14,26,0.0
1316,1,3,14,27,0.0
1317,1,3,14,28,0.0
1318,1,3,14,29,0.0
1319,1,3,14,30,-0.0
1320,1,3,15,1,0.0
1321,1,3,15,2,0.0
1322,1,3,15,3,0.0
1323,1,3,15,4,0.0
1324,1,3,15,5,0.0
1325,1,3,15,6,0.0
1326,1,3,15,7,0.0
1327,1,3,15,8,0.0
1328,1,3,15,9,0.0
1329,1,3,15,10,0.0
1330,1,3,15,11,0.0
1331,1,3,15,12,0.0
1332,1,3,15,13,0.0
1333,1,3,15,14,0.0
1334,1,3,15,15,0.0
1335,1,3,15,16,0.0
1336,1,3,15,17,0.0
1337,1,3,15,18,0.0
1338,1,3,15,19,0.0
1339,1,3,15,20,0.0
1340,1,3,15,21,0.0
1341,1,3,15,22,0.0
1342,1,3,15,23,0.0
1343,1,3,15,24,0.0
1344,1,3,15,25,0.0
1345,1,3,15,26,0.0
1346,1,3,15,27,0.0
1347,1,3,15,28,0.0
1348,1,3,15,29,0.0
1349,1,3,15,30,-0.0
1350,1,4,1,1,0.0
1351,1,4,1,2,0.0
1352,1,4,1,3,0.0
1353,1,4,1,4,0.0
1354,1,4,1,5,0.0
1355,1,4,1,6,0.0
1356,1,4,1,7,0.0
1357,1,4,1,8,0.0
1358,1,4,1,9,0.0
1359,1,4,1,10,0.0
1360,1,4,1,11,0.0
1361,1,4,1,12,0.0
1362,1,4,1,13,0.0
1363,1,4,1,14,0.0
1364,1,4,1,15,0.0
1365,1,4,1,16,0.0
1366,1,4,1,17,0.0
1367,1,4,1,18,0.0
1368,1,4,1,19,0.0
1369,1,4,1,20,0.0
1370,1,4,1,21,0.0
1371,1,4,1,22,0.0
1372,1,4,1,23,0.0
1373,1,4,1,24,0.0
1374,1,4,1,25,0.0
1375,1,4,1,26,0.0
1376,1,4,1,27,0.0
1377,1,4,1,28,0.0
1378,1,4,1,29,0.0
1379,1,4,1,30,-0.0
1380,1,4,2,1,0.0
1381,1,4,2,2,0.0
1382,1,4,2,3,0.0
1383,1,4,2,4,0.0
1384,1,4,2,5,0.0
1385,1,4,2,6,0.0
1386,1,4,2,7,0.0
1387,1,4,2,8,0.0
1388,1,4,2,9,0.0
1389,1,4,2,10,0.0
1390,1,4,2,11,0.0
1391,1,4,2,12,0.0
1392,1,4,2,13,0.0
1393,1,4,2,14,0.0
1394,1,4,2,15,0.0
1395,1,4,2,16,0.0
1396,1,4,2,17,0.0
1397,1,4,2,18,0.0
1398,1,4,2,19,0.0
1399,1,4,2,20,0.0
1400,1,4,2,21,0.0
1401,1,4,2,22,0.0
1402,1,4,2,23,0.0
1403,1,4,2,24,0.0
1404,1,4,2,25,0.0
1405,1,4,2,26,0.0
1406,1,4,2,27,0.0
1407,1,4,2,28,0.0
1408,1,4,2,29,0.0
1409,1,4,2,30,-0.0
1410,1,4,3,1,0.0
1411,1,4,3,2,0.0
1412,1,4,3,3,0.0
1413,1,4,3,4,0.0
1414,1,4,3,5,0.0
1415,1,4,3,6,0.0
1416,1,4,3,7,0.0
1417,1,4,3,8,0.0
1418,1,4,3,9,0.0
1419,1,4,3,10,0.0
1420,1,4,3,11,0.0
1421,1,4,3,12,0.0
1422,1,4,3,13,0.0
1423,1,4,3,14,0.0
1424,1,4,3,15,0.0
1425,1,4,3,16,0.0
1426,1,4,3,17,0.0
1427,1,4,3,18,0.0
1428,1,4,3,19,0.0
1429,1,4,3,20,0.0
1430,1,4,3,21,0.0
1431,1,4,3,22,0.0
1432,1,4,3,23,0.0
1433,1,4,3,24,0.0
1434,1,4,3,25,0.0
1435,1,4,3,26,0.0
1436,1,4,3,27,0.0
1437,1,4,3,28,0.0
1438,1,4,3,29,0.0
1439,1,4,3,30,-0.0
1440,1,4,4,1,-0.0
1441,1,4,4,2,-0.0
1442,1,4,4,3,-0.0
1443,1,4,4,4,-0.0
1444,1,4,4,5,-0.0
1445,1,4,4,6,-0.0
1446,1,4,4,7,-0.0
1447,1,4,4,8,-0.0
1448,1,4,4,9,-0.0
1449,1,4,4,10,-0.0
1450,1,4,4,11,-0.0
1451,1,4,4,12,-0.0
1452,1,4,4,13,-0.0
1453,1,4,4,14,-0.0
1454,1,4,4,15,-0.0
1455,1,4,4,16,-0.0
1456,1,4,4,17,-0.0
1457,1,4,4,18,-0.0
1458,1,4,4,19,-0.0
1459,1,4,4,20,-0.0
1460,1,4,4,21,-0.0
1461,1,4,4,22,-0.0
1462,1,4,4,23,-0.0
1463,1,4,4,24,-0.0
1464,1,4,4,25,-0.0
1465,1,4,4,26,-0.0
1466,1,4,4,27,-0.0
1467,1,4,4,28,-0.0
1468,1,4,4,29,-0.0
1469,1,4,4,30,-0.0
1470,1,4,5,1,0.0
1471,1,4,5,2,0.0
1472,1,4,5,3,0.0
1473,1,4,5,4,0.0
1474,1,4,5,5,0.0
1475,1,4,5,6,0.0
1476,1,4,5,7,0.0
1477,1,4,5,8,0.0
1478,1,4,5,9,0.0
1479,1,4,5,10,0.0
1480,1,4,5,11,0.0
1481,1,4,5,12,0.0
1482,1,4,5,13,0.0
1483,1,4,5,14,0.0
1484,1,4,5,15,0.0
1485,1,4,5,16,0.0
1486,1,4,5,17,0.0
1487,1,4,5,18,0.0
1488,1,4,5,19,0.0
1489,1,4,5,20,0.0
1490,1,4,5,21,0.0
1491,1,4,5,22,0.0
1492,1,4,5,23,0.0
1493,1,4,5,24,0.0
1494,1,4,5,25,0.0
1495,1,4,5,26,0.0
1496,1,4,5,27,0.0
1497,1,4,5,28,0.0
1498,1,4,5,29,0.0
1499,1,4,5,30,-0.0
1500,1,4,6,1,0.0
1501,1,4,6,2,0.0
1502,1,4,6,3,0.0
1503,1,4,6,4,0.0
1504,1,4,6,5,0.0
1505,1,4,6,6,0.0
1506,1,4,6,7,0.0
1507,1,4,6,8,0.0
1508,1,4,6,9,0.0
1509,1,4,6,10,0.0
1510,1,4,6,11,0.0
1511,1,4,6,12,0.0
1512,1,4,6,13,0.0
1513,1,4,6,14,0.0
1514,1,4,6,15,0.0
1515,1,4,6,16,0.0
1516,1,4,6,17,0.0
1517,1,4,6,18,0.0
1518,1,4,6,19,0.0
1519,1,4,6,20,0.0
1520,1,4,6,21,0.0
1521,1,4,6,22,0.0
1522,1,4,6,23,0.0
1523,1,4,6,24,0.0
1524,1,4,6,25,0.0
1525,1,4,6,26,0.0
1526,1,4,6,27,0.0
1527,1,4,6,28,0.0
1528,1,4,6,29,0.0
1529,1,4,6,30,-0.0
1530,1,4,7,1,0.0
1531,1,4,7,2,0.0
1532,1,4,7,3,0.0
1533,1,4,7,4,0.0
1534,1,4,7,5,0.0
1535,1,4,7,6,0.0
1536,1,4,7,7,0.0
1537,1,4,7,8,0.0
1538,1,4,7,9,0.0
1539,1,4,7,10,0.0
1540,1,4,7,11,0.0
1541,1,4,7,12,0.0
1542,1,4,7,13,0.0
1543,1,4,7,14,0.0
1544,1,4,7,15,0.0
1545,1,4,7,16,0.0
1546,1,4,7,17,0.0
1547,1,4,7,18,0.0
1548,1,4,7,19,0.0
1549,1,4,7,20,0.0
1550,1,4,7,21,0.0
1551,1,4,7,22,0.0
1552,1,4,7,23,0.0
1553,1,4,7,24,0.0
1554,1,4,7,25,0.0
1555,1,4,7,26,0.0
1556,1,4,7,27,0.0
1557,1,4,7,28,0.0
1558,1,4,7,29,0.0
1559,1,4,7,30,-0.0
1560,1,4,8,1,0.0
1561,1,4,8,2,0.0
1562,1,4,8,3,0.0
1563,1,4,8,4,0.0
1564,1,4,8,5,0.0
1565,1,4,8,6,0.0
1566,1,4,8,7,0.0
1567,1,4,8,8,0.0
1568,1,4,8,9,0.0
1569,1,4,8,10,0.0
1570,1,4,8,11,0.0
1571,1,4,8,12,0.0
1572,1,4,8,13,0.0
1573,1,4,8,14,0.0
1574,1,4,8,15,0.0
1575,1,4,8,16,0.0
1576,1,4,8,17,0.0
1577,1,4,8,18,0.0
1578,1,4,8,19,0.0
1579,1,4,8,20,0.0
1580,1,4,8,21,0.0
1581,1,4,8,22,0.0
1582,1,4,8,23,0.0
1583,1,4,8,24,0.0
1584,1,4,8,25,0.0
1585,1,4,8,26,0.0
1586,1,4,8,27,0.0
1587,1,4,8,28,0.0
1588,1,4,8,29,0.0
1589,1,4,8,30,-0.0
1590,1,4,9,1,0.0
1591,1,4,9,2,0.0
1592,1,4,9,3,0.0
1593,1,4,9,4,0.0
1594,1,4,9,5,0.0
1595,1,4,9,6,0.0
1596,1,4,9,7,0.0
1597,1,4,9,8,0.0
1598,1,4,9,9,0.0
1599,1,4,9,10,0.0
1600,1,4,9,11,0.0
1601,1,4,9,12,0.0
1602,1,4,9,13,0.0
1603,1,4,9,14,0.0
1604,1,4,9,15,0.0
1605,1,4,9,16,0.0
1606,1,4,9,17,0.0
1607,1,4,9,18,0.0
1608,1,4,9,19,0.0
1609,1,4,9,20,0.0
1610,1,4,9,21,0.0
1611,1,4,9,22,0.0
1612,1,4,9,23,0.0
1613,1,4,9,24,0.0
1614,1,4,9,25,0.0
1615,1,4,9,26,0.0
1616,1,4,9,27,0.0
1617,1,4,9,28,0.0
1618,1,4,9,29,0.0
1619,1,4,9,30,-0.0
1620,1,4,10,1,0.0
1621,1,4,10,2,0.0
1622,1,4,10,3,0.0
1623,1,4,10,4,0.0
1624,1,4,10,5,0.0
1625,1,4,10,6,0.0
1626,1,4,10,7,0.0
1627,1,4,10,8,0.0
1628,1,4,10,9,0.0
1629,1,4,10,10,0.0
1630,1,4,10,11,0.0
1631,1,4,10,12,0.0
1632,1,4,10,13,0.0
1633,1,4,10,14,0.0
1634,1,4,10,15,0.0
1635,1,4,10,16,0.0
1636,1,4,10,17,0.0
1637,1,4,10,18,0.0
1638,1,4,10,19,0.0
1639,1,4,10,20,0.0
1640,1,4,10,21,0.0
1641,1,4,10,22,0.0
1642,1,4,10,23,0.0
1643,1,4,10,24,0.0
1644,1,4,10,25,0.0
1645,1,4,10,26,0.0
1646,1,4,10,27,0.0
1647,1,4,10,28,0.0
1648,1,4,10,29,0.0
1649,1,4,10,30,-0.0
1650,1,4,11,1,0.0
1651,1,4,11,2,0.0
1652,1,4,11,3,0.0
1653,1,4,11,4,0.0
1654,1,4,11,5,0.0
1655,1,4,11,6,0.0
1656,1,4,11,7,0.0
1657,1,4,11,8,0.0
1658,1,4,11,9,0.0
1659,1,4,11,10,0.0
1660,1,4,11,11,0.0
1661,1,4,11,12,0.0
1662,1,4,11,13,0.0
1663,1,4,11,14,0.0
1664,1,4,11,15,0.0
1665,1,4,11,16,0.0
1666,1,4,11,17,0.0
1667,1,4,11,18,0.0
1668,1,4,11,19,0.0
1669,1,4,11,20,0.0
1670,1,4,11,21,0.0
1671,1,4,11,22,0.0
1672,1,4,11,23,0.0
1673,1,4,11,24,0.0
1674,1,4,11,25,0.0
1675,1,4,11,26,0.0
1676,1,4,11,27,0.0
1677,1,4,11,28,0.0
1678,1,4,11,29,0.0
1679,1,4,11,30,-0.0
1680,1,4,12,1,0.0
1681,1,4,12,2,0.0
1682,1,4,12,3,0.0
1683,1,4,12,4,0.0
1684,1,4,12,5,0.0
1685,1,4,12,6,0.0
1686,1,4,12,7,0.0
1687,1,4,12,8,0.0
1688,1,4,12,9,0.0
1689,1,4,12,10,0.0
1690,1,4,12,11,0.0
1691,1,4,12,12,0.0
1692,1,4,12,13,0.0
1693,1,4,12,14,0.0
1694,1,4,12,15,0.0
1695,1,4,12,16,0.0
1696,1,4,12,17,0.0
1697,1,4,12,18,0.0
1698,1,4,12,19,0.0
1699,1,4,12,20,0.0
1700,1,4,12,21,0.0
1701,1,4,12,22,0.0
1702,1,4,12,23,0.0
1703,1,4,12,24,0.0
1704,1,4,12,25,0.0
1705,1,4,12,26,0.0
1706,1,4,12,27,0.0
1707,1,4,12,28,0.0
1708,1,4,12,29,0.0
1709,1,4,12,30,-0.0
1710,1,4,13,1,0.0
1711,1,4,13,2,0.0
1712,1,4,13,3,0.0
1713,1,4,13,4,0.0
1714,1,4,13,5,0.0
1715,1,4,13,6,0.0
1716,1,4,13,7,0.0
1717,1,4,13,8,0.0
1718,1,4,13,9,0.0
1719,1,4,13,10,0.0
1720,1,4,13,11,0.0
1721,1,4,13,12,0.0
1722,1,4,13,13,0.0
1723,1,4,13,14,0.0
1724,1,4,13,15,0.0
1725,1,4,13,16,0.0
1726,1,4,13,17,0.0
1727,1,4,13,18,0.0
1728,1,4,13,19,0.0
1729,1,4,13,20,0.0
1730,1,4,13,21,0.0
1731,1,4,13,22,0.0
1732,1,4,13,23,0.0
1733,1,4,13,24,0.0
1734,1,4,13,25,0.0
1735,1,4,13,26,0.0
1736,1,4,13,27,0.0
1737,1,4,13,28,0.0
1738,1,4,13,29,0.0
1739,1,4,13,30,-0.0
1740,1,4,14,1,0.0
1741,1,4,14,2,0.0
1742,1,4,14,3,0.0
1743,1,4,14,4,0.0
1744,1,4,14,5,0.0
1745,1,4,14,6,0.0
1746,1,4,14,7,0.0
1747,1,4,14,8,0.0
1748,1,4,14,9,0.0
1749,1,4,14,10,0.0
1750,1,4,14,11,0.0
1751,1,4,14,12,0.0
1752,1,4,14,13,0.0
1753,1,4,14,14,0.0
1754,1,4,14,15,0.0
1755,1,4,14,16,0.0
1756,1,4,14,17,0.0
1757,1,4,14,18,0.0
1758,1,4,14,19,0.0
1759,1,4,14,20,0.0
1760,1,4,14,21,0.0
1761,1,4,14,22,0.0
1762,1,4,14,23,0.0
1763,1,4,14,24,0.0
1764,1,4,14,25,0.0
1765,1,4,14,26,0.0
1766,1,4,14,27,0.0
1767,1,4,14,28,0.0
1768,1,4,14,29,0.0
1769,1,4,14,30,-0.0
1770,1,4,15,1,0.0
1771,1,4,15,2,0.0
1772,1,4,15,3,0.0
1773,1,4,15,4,0.0
1774,1,4,15,5,0.0
1775,1,4,15,6,0.0
1776,1,4,15,7,0.0
1777,1,4,15,8,0.0
1778,1,4,15,9,0.0
1779,1,4,15,10,0.0
1780,1,4,15,11,0.0
1781,1,4,15,12,0.0
1782,1,4,15,13,0.0
1783,1,4,15,14,0.0
1784,1,4,15,15,0.0
1785,1,4,15,16,0.0
1786,1,4,15,17,0.0
1787,1,4,15,18,0.0
1788,1,4,15,19,0.0
1789,1,4,15,20,0.0
1790,1,4,15,21,0.0
1791,1,4,15,22,0.0
1792,1,4,15,23,0.0
1793,1,4,15,24,0.0
1794,1,4,15,25,0.0
1795,1,4,15,26,0.0
1796,1,4,15,27,0.0
1797,1,4,15,28,0.0
1798,1,4,15,29,0.0
1799,1,4,15,30,-0.0
1800,1,5,1,1,0.0
1801,1,5,1,2,0.0
1802,1,5,1,3,0.0
1803,1,5,1,4,0.0
1804,1,5,1,5,0.0
1805,1,5,1,6,0.0
1806,1,5,1,7,0.0
1807,1,5,1,8,0.0
1808,1,5,1,9,0.0
1809,1,5,1,10,0.0
1810,1,5,1,11,0.0
1811,1,5,1,12,0.0
1812,1,5,1,13,0.0
1813,1,5,1,14,0.0
1814,1,5,1,15,0.0
1815,1,5,1,16,0.0
1816,1,5,1,17,0.0
1817,1,5,1,18,0.0
1818,1,5,1,19,0.0
1819,1,5,1,20,0.0
1820,1,5,1,21,0.0
1821,1,5,1,22,0.0
1822,1,5,1,23,0.0
1823,1,5,1,24,0.0
1824,1,5,1,25,0.0
1825,1,5,1,26,0.0
1826,1,5,1,27,0.0
1827,1,5,1,28,0.0
1828,1,5,1,29,0.0
1829,1,5,1,30,-0.0
1830,1,5,2,1,0.0
1831,1,5,2,2,0.0
1832,1,5,2,3,0.0
1833,1,5,2,4,0.0
1834,1,5,2,5,0.0
1835,1,5,2,6,0.0
1836,1,5,2,7,0.0
1837,1,5,2,8,0.0
1838,1,5,2,9,0.0
1839,1,5,2,10,0.0
1840,1,5,2,11,0.0
1841,1,5,2,12,0.0
1842,1,5,2,13,0.0
1843,1,5,2,14,0.0
1844,1,5,2,15,0.0
1845,1,5,2,16,0.0
1846,1,5,2,17,0.0
1847,1,5,2,18,0.0
1848,1,5,2,19,0.0
1849,1,5,2,20,0.0
1850,1,5,2,21,0.0
1851,1,5,2,22,0.0
1852,1,5,2,23,0.0
1853,1,5,2,24,0.0
1854,1,5,2,25,0.0
1855,1,5,2,26,0.0
1856,1,5,2,27,0.0
1857,1,5,2,28,0.0
1858,1,5,2,29,0.0
1859,1,5,2,30,-0.0
1860,1,5,3,1,0.0
1861,1,5,3,2,0.0
1862,1,5,3,3,0.0
1863,1,5,3,4,0.0
1864,1,5,3,5,0.0
1865,1,5,3,6,0.0
1866,1,5,3,7,0.0
1867,1,5,3,8,0.0
1868,1,5,3,9,0.0
1869,1,5,3,10,0.0
1870,1,5,3,11,0.0
1871,1,5,3,12,0.0
1872,1,5,3,13,0.0
1873,1,5,3,14,0.0
1874,1,5,3,15,0.0
1875,1,5,3,16,0.0
1876,1,5,3,17,0.0
1877,1,5,3,18,0.0
1878,1,5,3,19,0.0
1879,1,5,3,20,0.0
1880,1,5,3,21,0.0
1881,1,5,3,22,0.0
1882,1,5,3,23,0.0
1883,1,5,3,24,0.0
1884,1,5,3,25,0.0
1885,1,5,3,26,0.0
1886,1,5,3,27,0.0
1887,1,5,3,28,0.0
1888,1,5,3,29,0.0
1889,1,5,3,30,-0.0
1890,1,5,4,1,0.0
1891,1,5,4,2,0.0
1892,1,5,4,3,0.0
1893,1,5,4,4,0.0
1894,1,5,4,5,0.0
1895,1,5,4,6,0.0
1896,1,5,4,7,0.0
1897,1,5,4,8,0.0
1898,1,5,4,9,0.0
1899,1,5,4,10,0.0
1900,1,5,4,11,0.0
1901,1,5,4,12,0.0
1902,1,5,4,13,0.0
1903,1,5,4,14,0.0
1904,1,5,4,15,0.0
1905,1,5,4,16,0.0
1906,1,5,4,17,0.0
1907,1,5,4,18,0.0
1908,1,5,4,19,0.0
1909,1,5,4,20,0.0
1910,1,5,4,21,0.0
1911,1,5,4,22,0.0
1912,1,5,4,23,0.0
1913,1,5,4,24,0.0
1914,1,5,4,25,0.0
1915,1,5,4,26,0.0
1916,1,5,4,27,0.0
1917,1,5,4,28,0.0
