,r,i,i',t,T
3434,1,8,10,15,0.0
3435,1,8,10,16,0.0
3436,1,8,10,17,0.0
3437,1,8,10,18,0.0
3438,1,8,10,19,0.0
3439,1,8,10,20,0.0
3440,1,8,10,21,0.0
3441,1,8,10,22,0.0
3442,1,8,10,23,0.0
3443,1,8,10,24,0.0
3444,1,8,10,25,0.0
3445,1,8,10,26,0.0
3446,1,8,10,27,0.0
3447,1,8,10,28,0.0
3448,1,8,10,29,0.0
3449,1,8,10,30,-0.0
3450,1,8,11,1,0.0
3451,1,8,11,2,0.0
3452,1,8,11,3,0.0
3453,1,8,11,4,0.0
3454,1,8,11,5,0.0
3455,1,8,11,6,0.0
3456,1,8,11,7,0.0
3457,1,8,11,8,0.0
3458,1,8,11,9,0.0
3459,1,8,11,10,0.0
3460,1,8,11,11,0.0
3461,1,8,11,12,0.0
3462,1,8,11,13,0.0
3463,1,8,11,14,0.0
3464,1,8,11,15,0.0
3465,1,8,11,16,0.0
3466,1,8,11,17,0.0
3467,1,8,11,18,0.0
3468,1,8,11,19,0.0
3469,1,8,11,20,0.0
3470,1,8,11,21,0.0
3471,1,8,11,22,0.0
3472,1,8,11,23,0.0
3473,1,8,11,24,0.0
3474,1,8,11,25,0.0
3475,1,8,11,26,0.0
3476,1,8,11,27,0.0
3477,1,8,11,28,0.0
3478,1,8,11,29,0.0
3479,1,8,11,30,-0.0
3480,1,8,12,1,0.0
3481,1,8,12,2,0.0
3482,1,8,12,3,0.0
3483,1,8,12,4,0.0
3484,1,8,12,5,0.0
3485,1,8,12,6,0.0
3486,1,8,12,7,0.0
3487,1,8,12,8,0.0
3488,1,8,12,9,0.0
3489,1,8,12,10,0.0
3490,1,8,12,11,0.0
3491,1,8,12,12,0.0
3492,1,8,12,13,0.0
3493,1,8,12,14,0.0
3494,1,8,12,15,0.0
3495,1,8,12,16,0.0
3496,1,8,12,17,0.0
3497,1,8,12,18,0.0
3498,1,8,12,19,0.0
3499,1,8,12,20,0.0
3500,1,8,12,21,0.0
3501,1,8,12,22,0.0
3502,1,8,12,23,0.0
3503,1,8,12,24,0.0
3504,1,8,12,25,0.0
3505,1,8,12,26,0.0
3506,1,8,12,27,0.0
3507,1,8,12,28,0.0
3508,1,8,12,29,0.0
3509,1,8,12,30,-0.0
3510,1,8,13,1,0.0
3511,1,8,13,2,0.0
3512,1,8,13,3,0.0
3513,1,8,13,4,0.0
3514,1,8,13,5,0.0
3515,1,8,13,6,0.0
3516,1,8,13,7,0.0
3517,1,8,13,8,0.0
3518,1,8,13,9,0.0
3519,1,8,13,10,0.0
3520,1,8,13,11,0.0
3521,1,8,13,12,0.0
3522,1,8,13,13,0.0
3523,1,8,13,14,0.0
3524,1,8,13,15,0.0
3525,1,8,13,16,0.0
3526,1,8,13,17,0.0
3527,1,8,13,18,0.0
3528,1,8,13,19,0.0
3529,1,8,13,20,0.0
3530,1,8,13,21,0.0
3531,1,8,13,22,0.0
3532,1,8,13,23,0.0
3533,1,8,13,24,0.0
3534,1,8,13,25,0.0
3535,1,8,13,26,0.0
3536,1,8,13,27,0.0
3537,1,8,13,28,0.0
3538,1,8,13,29,0.0
3539,1,8,13,30,-0.0
3540,1,8,14,1,0.0
3541,1,8,14,2,0.0
3542,1,8,14,3,0.0
3543,1,8,14,4,0.0
3544,1,8,14,5,0.0
3545,1,8,14,6,0.0
3546,1,8,14,7,0.0
3547,1,8,14,8,0.0
3548,1,8,14,9,0.0
3549,1,8,14,10,0.0
3550,1,8,14,11,0.0
3551,1,8,14,12,0.0
3552,1,8,14,13,0.0
3553,1,8,14,14,0.0
3554,1,8,14,15,0.0
3555,1,8,14,16,0.0
3556,1,8,14,17,0.0
3557,1,8,14,18,0.0
3558,1,8,14,19,0.0
3559,1,8,14,20,0.0
3560,1,8,14,21,0.0
3561,1,8,14,22,0.0
3562,1,8,14,23,0.0
3563,1,8,14,24,0.0
3564,1,8,14,25,0.0
3565,1,8,14,26,0.0
3566,1,8,14,27,0.0
3567,1,8,14,28,0.0
3568,1,8,14,29,0.0
3569,1,8,14,30,-0.0
3570,1,8,15,1,0.0
3571,1,8,15,2,0.0
3572,1,8,15,3,0.0
3573,1,8,15,4,0.0
3574,1,8,15,5,0.0
3575,1,8,15,6,0.0
3576,1,8,15,7,0.0
3577,1,8,15,8,0.0
3578,1,8,15,9,0.0
3579,1,8,15,10,0.0
3580,1,8,15,11,0.0
3581,1,8,15,12,0.0
3582,1,8,15,13,0.0
3583,1,8,15,14,0.0
3584,1,8,15,15,0.0
3585,1,8,15,16,0.0
3586,1,8,15,17,0.0
3587,1,8,15,18,0.0
3588,1,8,15,19,0.0
3589,1,8,15,20,0.0
3590,1,8,15,21,0.0
3591,1,8,15,22,0.0
3592,1,8,15,23,0.0
3593,1,8,15,24,0.0
3594,1,8,15,25,0.0
3595,1,8,15,26,0.0
3596,1,8,15,27,0.0
3597,1,8,15,28,0.0
3598,1,8,15,29,0.0
3599,1,8,15,30,-0.0
3600,1,9,1,1,0.0
3601,1,9,1,2,0.0
3602,1,9,1,3,0.0
3603,1,9,1,4,0.0
3604,1,9,1,5,0.0
3605,1,9,1,6,0.0
3606,1,9,1,7,0.0
3607,1,9,1,8,0.0
3608,1,9,1,9,0.0
3609,1,9,1,10,0.0
3610,1,9,1,11,0.0
3611,1,9,1,12,0.0
3612,1,9,1,13,0.0
3613,1,9,1,14,0.0
3614,1,9,1,15,0.0
3615,1,9,1,16,0.0
3616,1,9,1,17,0.0
3617,1,9,1,18,0.0
3618,1,9,1,19,0.0
3619,1,9,1,20,0.0
3620,1,9,1,21,0.0
3621,1,9,1,22,0.0
3622,1,9,1,23,0.0
3623,1,9,1,24,0.0
3624,1,9,1,25,0.0
3625,1,9,1,26,0.0
3626,1,9,1,27,0.0
3627,1,9,1,28,0.0
3628,1,9,1,29,0.0
3629,1,9,1,30,-0.0
3630,1,9,2,1,0.0
3631,1,9,2,2,0.0
3632,1,9,2,3,0.0
3633,1,9,2,4,0.0
3634,1,9,2,5,0.0
3635,1,9,2,6,0.0
3636,1,9,2,7,0.0
3637,1,9,2,8,0.0
3638,1,9,2,9,0.0
3639,1,9,2,10,0.0
3640,1,9,2,11,0.0
3641,1,9,2,12,0.0
3642,1,9,2,13,0.0
3643,1,9,2,14,0.0
3644,1,9,2,15,0.0
3645,1,9,2,16,0.0
3646,1,9,2,17,0.0
3647,1,9,2,18,0.0
3648,1,9,2,19,0.0
3649,1,9,2,20,0.0
3650,1,9,2,21,0.0
3651,1,9,2,22,0.0
3652,1,9,2,23,0.0
3653,1,9,2,24,0.0
3654,1,9,2,25,0.0
3655,1,9,2,26,0.0
3656,1,9,2,27,0.0
3657,1,9,2,28,0.0
3658,1,9,2,29,0.0
3659,1,9,2,30,-0.0
3660,1,9,3,1,0.0
3661,1,9,3,2,0.0
3662,1,9,3,3,0.0
3663,1,9,3,4,0.0
3664,1,9,3,5,0.0
3665,1,9,3,6,0.0
3666,1,9,3,7,0.0
3667,1,9,3,8,0.0
3668,1,9,3,9,0.0
3669,1,9,3,10,0.0
3670,1,9,3,11,0.0
3671,1,9,3,12,0.0
3672,1,9,3,13,0.0
3673,1,9,3,14,0.0
3674,1,9,3,15,0.0
3675,1,9,3,16,0.0
3676,1,9,3,17,0.0
3677,1,9,3,18,0.0
3678,1,9,3,19,0.0
3679,1,9,3,20,0.0
3680,1,9,3,21,0.0
3681,1,9,3,22,0.0
3682,1,9,3,23,0.0
3683,1,9,3,24,0.0
3684,1,9,3,25,0.0
3685,1,9,3,26,0.0
3686,1,9,3,27,0.0
3687,1,9,3,28,0.0
3688,1,9,3,29,0.0
3689,1,9,3,30,-0.0
3690,1,9,4,1,0.0
3691,1,9,4,2,0.0
3692,1,9,4,3,0.0
3693,1,9,4,4,0.0
3694,1,9,4,5,0.0
3695,1,9,4,6,0.0
3696,1,9,4,7,0.0
3697,1,9,4,8,0.0
3698,1,9,4,9,0.0
3699,1,9,4,10,0.0
3700,1,9,4,11,0.0
3701,1,9,4,12,0.0
3702,1,9,4,13,0.0
3703,1,9,4,14,0.0
3704,1,9,4,15,0.0
3705,1,9,4,16,0.0
3706,1,9,4,17,0.0
3707,1,9,4,18,0.0
3708,1,9,4,19,0.0
3709,1,9,4,20,0.0
3710,1,9,4,21,0.0
3711,1,9,4,22,0.0
3712,1,9,4,23,0.0
3713,1,9,4,24,0.0
3714,1,9,4,25,0.0
3715,1,9,4,26,0.0
3716,1,9,4,27,0.0
3717,1,9,4,28,0.0
3718,1,9,4,29,0.0
3719,1,9,4,30,-0.0
3720,1,9,5,1,0.0
3721,1,9,5,2,0.0
3722,1,9,5,3,0.0
3723,1,9,5,4,0.0
3724,1,9,5,5,0.0
3725,1,9,5,6,0.0
3726,1,9,5,7,0.0
3727,1,9,5,8,0.0
3728,1,9,5,9,0.0
3729,1,9,5,10,0.0
3730,1,9,5,11,0.0
3731,1,9,5,12,0.0
3732,1,9,5,13,0.0
3733,1,9,5,14,0.0
3734,1,9,5,15,0.0
3735,1,9,5,16,0.0
3736,1,9,5,17,0.0
3737,1,9,5,18,0.0
3738,1,9,5,19,0.0
3739,1,9,5,20,0.0
3740,1,9,5,21,0.0
3741,1,9,5,22,0.0
3742,1,9,5,23,0.0
3743,1,9,5,24,0.0
3744,1,9,5,25,0.0
3745,1,9,5,26,0.0
3746,1,9,5,27,0.0
3747,1,9,5,28,0.0
3748,1,9,5,29,0.0
3749,1,9,5,30,-0.0
3750,1,9,6,1,0.0
3751,1,9,6,2,0.0
3752,1,9,6,3,0.0
3753,1,9,6,4,0.0
3754,1,9,6,5,0.0
3755,1,9,6,6,0.0
3756,1,9,6,7,0.0
3757,1,9,6,8,0.0
3758,1,9,6,9,0.0
3759,1,9,6,10,0.0
3760,1,9,6,11,0.0
3761,1,9,6,12,0.0
3762,1,9,6,13,0.0
3763,1,9,6,14,0.0
3764,1,9,6,15,0.0
3765,1,9,6,16,0.0
3766,1,9,6,17,0.0
3767,1,9,6,18,0.0
3768,1,9,6,19,0.0
3769,1,9,6,20,0.0
3770,1,9,6,21,0.0
3771,1,9,6,22,0.0
3772,1,9,6,23,0.0
3773,1,9,6,24,0.0
3774,1,9,6,25,0.0
3775,1,9,6,26,0.0
3776,1,9,6,27,0.0
3777,1,9,6,28,0.0
3778,1,9,6,29,0.0
3779,1,9,6,30,-0.0
3780,1,9,7,1,0.0
3781,1,9,7,2,0.0
3782,1,9,7,3,0.0
3783,1,9,7,4,0.0
3784,1,9,7,5,0.0
3785,1,9,7,6,0.0
3786,1,9,7,7,0.0
3787,1,9,7,8,0.0
3788,1,9,7,9,0.0
3789,1,9,7,10,0.0
3790,1,9,7,11,0.0
3791,1,9,7,12,0.0
3792,1,9,7,13,0.0
3793,1,9,7,14,0.0
3794,1,9,7,15,0.0
3795,1,9,7,16,0.0
3796,1,9,7,17,0.0
3797,1,9,7,18,0.0
3798,1,9,7,19,0.0
3799,1,9,7,20,0.0
3800,1,9,7,21,0.0
3801,1,9,7,22,0.0
3802,1,9,7,23,0.0
3803,1,9,7,24,0.0
3804,1,9,7,25,0.0
3805,1,9,7,26,0.0
3806,1,9,7,27,0.0
3807,1,9,7,28,0.0
3808,1,9,7,29,0.0
3809,1,9,7,30,-0.0
3810,1,9,8,1,0.0
3811,1,9,8,2,0.0
3812,1,9,8,3,0.0
3813,1,9,8,4,0.0
3814,1,9,8,5,0.0
3815,1,9,8,6,0.0
3816,1,9,8,7,0.0
3817,1,9,8,8,0.0
3818,1,9,8,9,0.0
3819,1,9,8,10,0.0
3820,1,9,8,11,0.0
3821,1,9,8,12,0.0
3822,1,9,8,13,0.0
3823,1,9,8,14,0.0
3824,1,9,8,15,0.0
3825,1,9,8,16,0.0
3826,1,9,8,17,0.0
3827,1,9,8,18,0.0
3828,1,9,8,19,0.0
3829,1,9,8,20,0.0
3830,1,9,8,21,0.0
3831,1,9,8,22,0.0
3832,1,9,8,23,0.0
3833,1,9,8,24,0.0
3834,1,9,8,25,0.0
3835,1,9,8,26,0.0
3836,1,9,8,27,0.0
3837,1,9,8,28,0.0
3838,1,9,8,29,0.0
3839,1,9,8,30,-0.0
3840,1,9,9,1,-0.0
3841,1,9,9,2,-0.0
3842,1,9,9,3,-0.0
3843,1,9,9,4,-0.0
3844,1,9,9,5,-0.0
3845,1,9,9,6,-0.0
3846,1,9,9,7,-0.0
3847,1,9,9,8,-0.0
3848,1,9,9,9,-0.0
3849,1,9,9,10,-0.0
3850,1,9,9,11,-0.0
3851,1,9,9,12,-0.0
3852,1,9,9,13,-0.0
3853,1,9,9,14,-0.0
3854,1,9,9,15,-0.0
3855,1,9,9,16,-0.0
3856,1,9,9,17,-0.0
3857,1,9,9,18,-0.0
3858,1,9,9,19,-0.0
3859,1,9,9,20,-0.0
3860,1,9,9,21,-0.0
3861,1,9,9,22,-0.0
3862,1,9,9,23,-0.0
3863,1,9,9,24,-0.0
3864,1,9,9,25,-0.0
3865,1,9,9,26,-0.0
3866,1,9,9,27,-0.0
3867,1,9,9,28,-0.0
3868,1,9,9,29,-0.0
3869,1,9,9,30,-0.0
3870,1,9,10,1,0.0
3871,1,9,10,2,0.0
3872,1,9,10,3,0.0
3873,1,9,10,4,0.0
3874,1,9,10,5,0.0
3875,1,9,10,6,0.0
3876,1,9,10,7,0.0
3877,1,9,10,8,0.0
3878,1,9,10,9,0.0
3879,1,9,10,10,0.0
3880,1,9,10,11,0.0
3881,1,9,10,12,0.0
3882,1,9,10,13,0.0
3883,1,9,10,14,0.0
3884,1,9,10,15,0.0
3885,1,9,10,16,0.0
3886,1,9,10,17,0.0
3887,1,9,10,18,0.0
3888,1,9,10,19,0.0
3889,1,9,10,20,0.0
3890,1,9,10,21,0.0
3891,1,9,10,22,0.0
3892,1,9,10,23,0.0
3893,1,9,10,24,0.0
3894,1,9,10,25,0.0
3895,1,9,10,26,0.0
3896,1,9,10,27,0.0
3897,1,9,10,28,0.0
3898,1,9,10,29,0.0
3899,1,9,10,30,-0.0
3900,1,9,11,1,0.0
3901,1,9,11,2,0.0
3902,1,9,11,3,0.0
3903,1,9,11,4,0.0
3904,1,9,11,5,0.0
3905,1,9,11,6,0.0
3906,1,9,11,7,0.0
3907,1,9,11,8,0.0
3908,1,9,11,9,0.0
3909,1,9,11,10,0.0
3910,1,9,11,11,0.0
3911,1,9,11,12,0.0
3912,1,9,11,13,0.0
3913,1,9,11,14,0.0
3914,1,9,11,15,0.0
3915,1,9,11,16,0.0
3916,1,9,11,17,0.0
3917,1,9,11,18,0.0
3918,1,9,11,19,0.0
3919,1,9,11,20,0.0
3920,1,9,11,21,0.0
3921,1,9,11,22,0.0
3922,1,9,11,23,0.0
3923,1,9,11,24,0.0
3924,1,9,11,25,0.0
3925,1,9,11,26,0.0
3926,1,9,11,27,0.0
3927,1,9,11,28,0.0
3928,1,9,11,29,0.0
3929,1,9,11,30,-0.0
3930,1,9,12,1,0.0
3931,1,9,12,2,0.0
3932,1,9,12,3,0.0
3933,1,9,12,4,0.0
3934,1,9,12,5,0.0
3935,1,9,12,6,0.0
3936,1,9,12,7,0.0
3937,1,9,12,8,0.0
3938,1,9,12,9,0.0
3939,1,9,12,10,0.0
3940,1,9,12,11,0.0
3941,1,9,12,12,0.0
3942,1,9,12,13,0.0
3943,1,9,12,14,0.0
3944,1,9,12,15,0.0
3945,1,9,12,16,0.0
3946,1,9,12,17,0.0
3947,1,9,12,18,0.0
3948,1,9,12,19,0.0
3949,1,9,12,20,0.0
3950,1,9,12,21,0.0
3951,1,9,12,22,0.0
3952,1,9,12,23,0.0
3953,1,9,12,24,0.0
3954,1,9,12,25,0.0
3955,1,9,12,26,0.0
3956,1,9,12,27,0.0
3957,1,9,12,28,0.0
3958,1,9,12,29,0.0
3959,1,9,12,30,-0.0
3960,1,9,13,1,0.0
3961,1,9,13,2,0.0
3962,1,9,13,3,0.0
3963,1,9,13,4,0.0
3964,1,9,13,5,0.0
3965,1,9,13,6,0.0
3966,1,9,13,7,0.0
3967,1,9,13,8,0.0
3968,1,9,13,9,0.0
3969,1,9,13,10,0.0
3970,1,9,13,11,0.0
3971,1,9,13,12,0.0
3972,1,9,13,13,0.0
3973,1,9,13,14,0.0
3974,1,9,13,15,0.0
3975,1,9,13,16,0.0
3976,1,9,13,17,0.0
3977,1,9,13,18,0.0
3978,1,9,13,19,0.0
3979,1,9,13,20,0.0
3980,1,9,13,21,0.0
3981,1,9,13,22,0.0
3982,1,9,13,23,0.0
3983,1,9,13,24,0.0
3984,1,9,13,25,0.0
3985,1,9,13,26,0.0
3986,1,9,13,27,0.0
3987,1,9,13,28,0.0
3988,1,9,13,29,0.0
3989,1,9,13,30,-0.0
3990,1,9,14,1,0.0
3991,1,9,14,2,0.0
3992,1,9,14,3,0.0
3993,1,9,14,4,0.0
3994,1,9,14,5,0.0
3995,1,9,14,6,0.0
3996,1,9,14,7,0.0
3997,1,9,14,8,0.0
3998,1,9,14,9,0.0
3999,1,9,14,10,0.0
4000,1,9,14,11,0.0
4001,1,9,14,12,0.0
4002,1,9,14,13,0.0
4003,1,9,14,14,0.0
4004,1,9,14,15,0.0
4005,1,9,14,16,0.0
4006,1,9,14,17,0.0
4007,1,9,14,18,0.0
4008,1,9,14,19,0.0
4009,1,9,14,20,0.0
4010,1,9,14,21,0.0
4011,1,9,14,22,0.0
4012,1,9,14,23,0.0
4013,1,9,14,24,0.0
4014,1,9,14,25,0.0
4015,1,9,14,26,0.0
4016,1,9,14,27,0.0
4017,1,9,14,28,0.0
4018,1,9,14,29,0.0
4019,1,9,14,30,-0.0
4020,1,9,15,1,0.0
4021,1,9,15,2,0.0
4022,1,9,15,3,0.0
4023,1,9,15,4,0.0
4024,1,9,15,5,0.0
4025,1,9,15,6,0.0
4026,1,9,15,7,0.0
4027,1,9,15,8,0.0
4028,1,9,15,9,0.0
4029,1,9,15,10,0.0
4030,1,9,15,11,0.0
4031,1,9,15,12,0.0
4032,1,9,15,13,0.0
4033,1,9,15,14,0.0
4034,1,9,15,15,0.0
4035,1,9,15,16,0.0
4036,1,9,15,17,0.0
4037,1,9,15,18,0.0
4038,1,9,15,19,0.0
4039,1,9,15,20,0.0
4040,1,9,15,21,0.0
4041,1,9,15,22,0.0
4042,1,9,15,23,0.0
4043,1,9,15,24,0.0
4044,1,9,15,25,0.0
4045,1,9,15,26,0.0
4046,1,9,15,27,0.0
4047,1,9,15,28,0.0
4048,1,9,15,29,0.0
4049,1,9,15,30,-0.0
4050,1,10,1,1,0.0
4051,1,10,1,2,0.0
4052,1,10,1,3,0.0
4053,1,10,1,4,0.0
4054,1,10,1,5,0.0
4055,1,10,1,6,0.0
4056,1,10,1,7,0.0
4057,1,10,1,8,0.0
4058,1,10,1,9,0.0
4059,1,10,1,10,0.0
4060,1,10,1,11,0.0
4061,1,10,1,12,0.0
4062,1,10,1,13,0.0
4063,1,10,1,14,0.0
4064,1,10,1,15,0.0
4065,1,10,1,16,0.0
4066,1,10,1,17,0.0
4067,1,10,1,18,0.0
4068,1,10,1,19,0.0
4069,1,10,1,20,0.0
4070,1,10,1,21,0.0
4071,1,10,1,22,0.0
4072,1,10,1,23,0.0
4073,1,10,1,24,0.0
4074,1,10,1,25,0.0
4075,1,10,1,26,0.0
4076,1,10,1,27,0.0
4077,1,10,1,28,0.0
4078,1,10,1,29,0.0
4079,1,10,1,30,-0.0
4080,1,10,2,1,0.0
4081,1,10,2,2,0.0
4082,1,10,2,3,0.0
4083,1,10,2,4,0.0
4084,1,10,2,5,0.0
4085,1,10,2,6,0.0
4086,1,10,2,7,0.0
4087,1,10,2,8,0.0
4088,1,10,2,9,0.0
4089,1,10,2,10,0.0
4090,1,10,2,11,0.0
4091,1,10,2,12,0.0
4092,1,10,2,13,0.0
4093,1,10,2,14,0.0
4094,1,10,2,15,0.0
4095,1,10,2,16,0.0
4096,1,10,2,17,0.0
4097,1,10,2,18,0.0
4098,1,10,2,19,0.0
4099,1,10,2,20,0.0
4100,1,10,2,21,0.0
4101,1,10,2,22,0.0
4102,1,10,2,23,0.0
4103,1,10,2,24,0.0
4104,1,10,2,25,0.0
4105,1,10,2,26,0.0
4106,1,10,2,27,0.0
4107,1,10,2,28,0.0
4108,1,10,2,29,0.0
4109,1,10,2,30,-0.0
4110,1,10,3,1,0.0
4111,1,10,3,2,0.0
4112,1,10,3,3,0.0
4113,1,10,3,4,0.0
4114,1,10,3,5,0.0
4115,1,10,3,6,0.0
4116,1,10,3,7,0.0
4117,1,10,3,8,0.0
4118,1,10,3,9,0.0
4119,1,10,3,10,0.0
4120,1,10,3,11,0.0
4121,1,10,3,12,0.0
4122,1,10,3,13,0.0
4123,1,10,3,14,0.0
4124,1,10,3,15,0.0
4125,1,10,3,16,0.0
4126,1,10,3,17,0.0
4127,1,10,3,18,0.0
4128,1,10,3,19,0.0
4129,1,10,3,20,0.0
4130,1,10,3,21,0.0
4131,1,10,3,22,0.0
4132,1,10,3,23,0.0
4133,1,10,3,24,0.0
4134,1,10,3,25,0.0
4135,1,10,3,26,0.0
4136,1,10,3,27,0.0
4137,1,10,3,28,0.0
4138,1,10,3,29,0.0
4139,1,10,3,30,-0.0
4140,1,10,4,1,0.0
4141,1,10,4,2,0.0
4142,1,10,4,3,0.0
4143,1,10,4,4,0.0
4144,1,10,4,5,0.0
4145,1,10,4,6,0.0
4146,1,10,4,7,0.0
4147,1,10,4,8,0.0
4148,1,10,4,9,0.0
4149,1,10,4,10,0.0
4150,1,10,4,11,0.0
4151,1,10,4,12,0.0
4152,1,10,4,13,0.0
4153,1,10,4,14,0.0
4154,1,10,4,15,0.0
4155,1,10,4,16,0.0
4156,1,10,4,17,0.0
4157,1,10,4,18,0.0
4158,1,10,4,19,0.0
4159,1,10,4,20,0.0
4160,1,10,4,21,0.0
4161,1,10,4,22,0.0
4162,1,10,4,23,0.0
4163,1,10,4,24,0.0
4164,1,10,4,25,0.0
4165,1,10,4,26,0.0
4166,1,10,4,27,0.0
4167,1,10,4,28,0.0
4168,1,10,4,29,0.0
4169,1,10,4,30,-0.0
4170,1,10,5,1,0.0
4171,1,10,5,2,0.0
4172,1,10,5,3,0.0
4173,1,10,5,4,0.0
4174,1,10,5,5,0.0
4175,1,10,5,6,0.0
4176,1,10,5,7,0.0
4177,1,10,5,8,0.0
4178,1,10,5,9,0.0
4179,1,10,5,10,0.0
4180,1,10,5,11,0.0
4181,1,10,5,12,0.0
4182,1,10,5,13,0.0
4183,1,10,5,14,0.0
4184,1,10,5,15,0.0
4185,1,10,5,16,0.0
4186,1,10,5,17,0.0
4187,1,10,5,18,0.0
4188,1,10,5,19,0.0
4189,1,10,5,20,0.0
4190,1,10,5,21,0.0
4191,1,10,5,22,0.0
4192,1,10,5,23,0.0
4193,1,10,5,24,0.0
4194,1,10,5,25,0.0
4195,1,10,5,26,0.0
4196,1,10,5,27,0.0
4197,1,10,5,28,0.0
4198,1,10,5,29,0.0
4199,1,10,5,30,-0.0
4200,1,10,6,1,0.0
4201,1,10,6,2,0.0
4202,1,10,6,3,0.0
4203,1,10,6,4,0.0
4204,1,10,6,5,0.0
4205,1,10,6,6,0.0
4206,1,10,6,7,0.0
4207,1,10,6,8,0.0
4208,1,10,6,9,0.0
4209,1,10,6,10,0.0
4210,1,10,6,11,0.0
4211,1,10,6,12,0.0
4212,1,10,6,13,0.0
4213,1,10,6,14,0.0
4214,1,10,6,15,0.0
4215,1,10,6,16,0.0
4216,1,10,6,17,0.0
4217,1,10,6,18,0.0
4218,1,10,6,19,0.0
4219,1,10,6,20,0.0
4220,1,10,6,21,0.0
4221,1,10,6,22,0.0
4222,1,10,6,23,0.0
4223,1,10,6,24,0.0
4224,1,10,6,25,0.0
4225,1,10,6,26,0.0
4226,1,10,6,27,0.0
4227,1,10,6,28,0.0
4228,1,10,6,29,0.0
4229,1,10,6,30,-0.0
4230,1,10,7,1,0.0
4231,1,10,7,2,0.0
4232,1,10,7,3,0.0
4233,1,10,7,4,0.0
4234,1,10,7,5,0.0
4235,1,10,7,6,0.0
4236,1,10,7,7,0.0
4237,1,10,7,8,0.0
4238,1,10,7,9,0.0
4239,1,10,7,10,0.0
4240,1,10,7,11,0.0
4241,1,10,7,12,0.0
4242,1,10,7,13,0.0
4243,1,10,7,14,0.0
4244,1,10,7,15,0.0
4245,1,10,7,16,0.0
4246,1,10,7,17,0.0
4247,1,10,7,18,0.0
4248,1,10,7,19,0.0
4249,1,10,7,20,0.0
4250,1,10,7,21,0.0
4251,1,10,7,22,0.0
4252,1,10,7,23,0.0
4253,1,10,7,24,0.0
4254,1,10,7,25,0.0
4255,1,10,7,26,0.0
4256,1,10,7,27,0.0
4257,1,10,7,28,0.0
4258,1,10,7,29,0.0
4259,1,10,7,30,-0.0
4260,1,10,8,1,0.0
4261,1,10,8,2,0.0
4262,1,10,8,3,0.0
4263,1,10,8,4,0.0
4264,1,10,8,5,0.0
4265,1,10,8,6,0.0
4266,1,10,8,7,0.0
4267,1,10,8,8,0.0
4268,1,10,8,9,0.0
4269,1,10,8,10,0.0
4270,1,10,8,11,0.0
4271,1,10,8,12,0.0
4272,1,10,8,13,0.0
4273,1,10,8,14,0.0
4274,1,10,8,15,0.0
4275,1,10,8,16,0.0
4276,1,10,8,17,0.0
4277,1,10,8,18,0.0
4278,1,10,8,19,0.0
4279,1,10,8,20,0.0
4280,1,10,8,21,0.0
4281,1,10,8,22,0.0
4282,1,10,8,23,0.0
4283,1,10,8,24,0.0
4284,1,10,8,25,0.0
4285,1,10,8,26,0.0
4286,1,10,8,27,0.0
4287,1,10,8,28,0.0
4288,1,10,8,29,0.0
4289,1,10,8,30,-0.0
4290,1,10,9,1,0.0
4291,1,10,9,2,0.0
4292,1,10,9,3,0.0
4293,1,10,9,4,0.0
4294,1,10,9,5,0.0
4295,1,10,9,6,0.0
4296,1,10,9,7,0.0
4297,1,10,9,8,0.0
4298,1,10,9,9,0.0
4299,1,10,9,10,0.0
4300,1,10,9,11,0.0
4301,1,10,9,12,0.0
4302,1,10,9,13,0.0
4303,1,10,9,14,0.0
4304,1,10,9,15,0.0
4305,1,10,9,16,0.0
4306,1,10,9,17,0.0
4307,1,10,9,18,0.0
4308,1,10,9,19,0.0
4309,1,10,9,20,0.0
4310,1,10,9,21,0.0
4311,1,10,9,22,0.0
4312,1,10,9,23,0.0
4313,1,10,9,24,0.0
4314,1,10,9,25,0.0
4315,1,10,9,26,0.0
4316,1,10,9,27,0.0
4317,1,10,9,28,0.0
4318,1,10,9,29,0.0
4319,1,10,9,30,-0.0
4320,1,10,10,1,-0.0
4321,1,10,10,2,-0.0
4322,1,10,10,3,-0.0
4323,1,10,10,4,-0.0
4324,1,10,10,5,-0.0
4325,1,10,10,6,-0.0
4326,1,10,10,7,-0.0
4327,1,10,10,8,-0.0
4328,1,10,10,9,-0.0
4329,1,10,10,10,-0.0
4330,1,10,10,11,-0.0
4331,1,10,10,12,-0.0
4332,1,10,10,13,-0.0
4333,1,10,10,14,-0.0
4334,1,10,10,15,-0.0
4335,1,10,10,16,-0.0
4336,1,10,10,17,-0.0
4337,1,10,10,18,-0.0
4338,1,10,10,19,-0.0
4339,1,10,10,20,-0.0
4340,1,10,10,21,-0.0
4341,1,10,10,22,-0.0
4342,1,10,10,23,-0.0
4343,1,10,10,24,-0.0
4344,1,10,10,25,-0.0
4345,1,10,10,26,-0.0
4346,1,10,10,27,-0.0
4347,1,10,10,28,-0.0
4348,1,10,10,29,-0.0
4349,1,10,10,30,-0.0
4350,1,10,11,1,0.0
4351,1,10,11,2,0.0
4352,1,10,11,3,0.0
4353,1,10,11,4,0.0
4354,1,10,11,5,0.0
4355,1,10,11,6,0.0
4356,1,10,11,7,0.0
4357,1,10,11,8,0.0
4358,1,10,11,9,0.0
4359,1,10,11,10,0.0
